content_id,title,contentType,lang
-6727393385193911938,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever",HTML,en
7351002593233940239,Linux at 25: Q&A With Linus Torvalds,HTML,en
1083474613819325601,DARPA Wants to Give Radio Waves AI to Stretch Bandwidth,HTML,en
-4994468824009200256,"So your AI bot went haywire, should you care?",HTML,en
-4571929941432664145,Machine Learning as a Service: How Data Science Is Hitting the Masses,HTML,en
5441215535748592870,Innovate Finance Allows Bitfury to Join With Bitcoin,HTML,en
7359520440231676934,Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk,HTML,en
4774970687540378081,The economic essentials of digital strategy,HTML,en
6102826385978742696,The incestuous relations among containers orchestration tools,HTML,en
809601605585939618,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,HTML,en
8742078838645536785,Behind Facebook Messenger's plan to be an app platform,HTML,en
-1802980374508081539,Google's Schmidt Says Computers Not a Threat to Humans or Jobs,HTML,en
-6195775145989617417,LukeW | Obvious Always Wins,HTML,en
-2176468683077766369,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7",HTML,en
7973573994178035769,"Governo Dilma é desaprovado por 69% e aprovado por 10%, diz Ibope",HTML,pt
-1590585250246572231,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,HTML,en
-4662020648308370136,How to Avoid Building Bad Products with Rapid Validation - Lean Startup Co.,HTML,en
-4110991218639855802,5 open-source alternatives to Slack,HTML,en
1964631817676172382,IAM best practice guides available now,HTML,en
5156657166068502754,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals",HTML,en
-4102297002729307038,Acquia's Dev Desktop - a Drupal server for beginners,HTML,en
2093656054622337275,Introducing the Google API Console,HTML,en
9122627895188486603,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,HTML,en
1933229167501870037,Perfect Menu for Mobile Apps - UX Planet,HTML,en
7528802258213768379,Paragraphs,HTML,en
8078873160882064481,Dries Buytaert,HTML,en
-9083294960368598209,Drupal How-To: Responsive or Adaptive Images? | Acquia,HTML,en
-6136272094613269629,Top 10 contributing customers,HTML,en
787067277772219433,Setting up Drupal Code Sniffer,HTML,en
-2778760500673113802,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",HTML,en
-6725796505137573953,Stratumn is building a sort of Heroku for blockchain applications - The Bitcoin Channel,HTML,en
1457728991321948254,Wall Street Goes Big on Bitcoin Tech,HTML,en
-7101541512657907485,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk,HTML,en
5281570276277574938,Cognitive Services-Intelligence Applications | Microsoft Azure,HTML,en
1128840733277618400,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",HTML,en
-7356135999773525293,Fooling The Machine,HTML,en
2313825045587317872,Spotify's Event Delivery - The Road to the Cloud (Part III),HTML,en
-518690781085251687,What's the Best Cloud? Probably GCP,HTML,en
3067875254349597654,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,HTML,en
5619251370090681244,Google Cloud Platform for AWS Professionals,HTML,en
7420742904084384944,Fooling The Machine,HTML,en
8219310215587599928,Fooling The Machine,HTML,en
7748594134538052724,Fooling The Machine,HTML,en
-4186591400427142356,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger",HTML,pt
8565115980515859979,Calculating and searching 500 billion digits of Pi,HTML,en
8082202054464515448,"Com HoloLens, Microsoft torna realidade a mensagem holográfica de ""Star Wars""",HTML,pt
-5973686110278905367,The Internet of Things,HTML,en
-9172673334835262304,Tecnologia para colher mais e o uso do GPS,HTML,pt
-1039912738963181810,"Apple launches Safari Technology Preview, a browser for developers including experimental web features",HTML,en
3172866488852888544,Google Is Finally Redesigning Its Biggest Cash Cow: AdWords,HTML,en
8095004770374551394,Microsoft Build: the 10 most important announcements,HTML,en
8801106199759296338,Foxconn finalises Sharp takeover - BBC News,HTML,en
-4760639635023250284,Spotify chooses Google Cloud Platform to power data infrastructure,HTML,en
-9137036168156595470,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",HTML,en
-454649054276160610,The Future of Pen: Windows Ink,HTML,en
-36844712915106340,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,HTML,en
5333141914314968598,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",HTML,en
-8248141950199177506,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia,HTML,en
-5431549861280885742,Coder | Drupal.org,HTML,en
1003778007373126185,Spotify Raises $1 Billion in Debt Financing,HTML,en
-1060990524105135617,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",HTML,en
-9100490342054218852,What Happens When You Combine Artificial Intelligence and Satellite Imagery,HTML,en
4121807259563748287,Microsoft's new AI tools help developers build smart apps and bots,HTML,en
-6133746337603876146,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,HTML,en
-6713697716910928909,Solidity Available in Visual Studio - Ethereum Blog,HTML,en
5191381587333696286,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,HTML,en
2900029983899283273,Governments vs Bitcoin: A Fight For Control,HTML,en
4849766494522371290,Cashila Announces Convenient Buy and Sell Feature For Ethereum,HTML,en
6200172800690402606,Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud,HTML,en
-3810375613673461625,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,HTML,en
-254088699629065171,EB124 - Rune Christensen: Maker Dao Ethereum's Decentralized Central Bank by Epicenter Bitcoin,RICH,en
-9171475473795142532,Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract,HTML,en
2690205894709699741,8 of the Sweetest Words for Candy,HTML,en
-8773118241761372618,Visual C++ for Linux Development,HTML,en
-7315032288233856709,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser",HTML,en
3193164045772142182,The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,HTML,en
4056017896532335209,Amazon Widens Its Push-Button E-Commerce Horizons,HTML,en
-6362758570633473480,Standing Under Your Code: The Seven Stages of Digital Transformation,HTML,en
-8287402887944984163,Containers are not VMs,HTML,en
84318068629167514,"Rede, do Itaú, lança carteira digital e prevê capturar R$ 6,4 bilhões",HTML,pt
6652210819857467321,New blog from Dries: How should you decouple Drupal?,HTML,en
739747367187387064,US Bank Regulator to Examine Distributed Ledgers in FinTech Framework Push - CoinDesk,HTML,en
8471417198703153120,You Can Soon Pay For Everyday Items Using Just Bitcoin And a Mobile Phone,HTML,en
-2711301039947937868,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk",HTML,en
-1662763254714212341,Practical End-to-End Testing with Protractor,HTML,en
-8349788035147634450,How Mature is Your Organization when it Comes to UX?,HTML,en
5269583152423890030,Sabia que você pode transformar o seu celular em uma impressora 3D?,HTML,pt
-2271868873349907631,Building A Better Workforce: 5 Talent Trends Worth Watching,HTML,en
3703141283586666995,The 17 equations that changed the world,HTML,en
-3974295763584921518,Hotpatching a C Function on x86,HTML,en
-327208414896292296,C/C++ extension for Visual Studio Code,HTML,en
-5525441367600219076,April Fools - Introducing Gmail Mic Drop,HTML,en
-998818216447049475,Introducing Style Detection for Google Cloud Vision API,HTML,en
6090517797383271316,"April Fools - Google apresenta o realBooks, a melhor forma de ler os seus livros digitais | Google Discovery",HTML,pt
8298709454703868984,Google shares data center security and design best practices,HTML,en
-4740532350684079805,Snapchat shares security best practices for running on GCP,HTML,en
2709926970543371965,A importância dos filmes de mulherzinha - Capitolina,HTML,pt
1542516532533301214,No-Cost RHEL Developer Subscription now available,HTML,en
7454130161726657097,"Google Cloud Datastore simplifies pricing, cuts cost dramatically for most use-cases",HTML,en
3475346635930218065,Announcing Docker Hub Classic,HTML,en
-3633300009206493694,Is the Internet of Things in Your Home? Or on Your Body? [INFOGRAPHIC],HTML,en
-1892877682006771545,Get your apps and games ready for space with Google Play | Android Developers Blog,HTML,en
4196146076384098027,"O ponto de virada dos bancos vai demitir milhões e está próximo, diz Citi",HTML,pt
6162786478796754684,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos,HTML,pt
1459131257418324496,How Indra Nooyi Turned Design Thinking Into Strategy: An Interview with PepsiCo's CEO,HTML,en
-9028990334396397584,Xamarin for Everyone,HTML,en
2788367348502337122,Your Docker Agenda for April,HTML,en
5834671664627894569,Slack raises $200m at $3.8b valuation for business messaging,HTML,en
-6814865160063205794,Million-dollar babies,HTML,en
-7051470020148066326,'Machine learning' is a revolution as big as the internet or personal computers,HTML,en
7828019124127586556,How to grow your startup with no budget,HTML,en
6987435400166905688,Building a high-throughput data science machine,HTML,en
-8427763028519233712,The gig economy as a driver of innovation,HTML,en
-993224631915984347,Deep learning will be huge - and here's who will dominate it,HTML,en
-3876501423599932851,"The inside story of how Amazon created Echo, the next billion dollar business no one saw coming",HTML,en
-7367898111498277224,Chromebase for meetings makes video-conferencing personal and simple,HTML,en
2885511262558254418,Microsoft is taking its cues from Facebook as it totally shakes up Office,HTML,en
8049518593334748695,How to approach machine learning as a non-technical person,HTML,en
1649085803937938638,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,HTML,en
-3718969219417182449,Platforms are the real powerhouses in Silicon Valley's business landscape,HTML,en
-2967429522197137387,2.3.0 Release Notes,HTML,en
-7660505434580831027,Empresa britânica adota licença remunerada no período menstrual,HTML,pt
3394403706511230595,Scanning hyperspace: how to tune machine learning models,HTML,en
-5989749314869037016,This is the flying chainsaw drone you knew was coming,HTML,en
-4485188959476061019,A programming language for living cells,HTML,en
-264519121623606417,How Google's AI paved the way for the next generation of bots,HTML,en
-8900307211613973542,How Machine Learning Will Change Our Relationship to Food,HTML,en
4296604388230897073,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",HTML,pt
-3709378389941441506,CoreOS's rkt Container Engine Hits 1.0,HTML,en
2888507406903473601,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo,HTML,pt
-9041823059579281174,Free online Game AI Classes - Apex Game Tools,HTML,en
3473173479782472081,R3 Blockchain Consortium Partners with Microsoft - CoinDesk,HTML,en
-6941293448141178017,Panama Papers Scandal Shows How Bitcoin Could Stop Corruption,HTML,en
-2273517184910006534,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,HTML,en
1852992637140705599,Bitcoin For A Tesla Model 3...Yes That Happened,HTML,en
-1868297195590431285,Blockchain CEO's Business Advice on Bitcoin Startups,HTML,en
5274322067107287523,Ethereum and Bitcoin Are Market Leaders But Not Competitors,HTML,en
-4917007328809735647,"Google Failure, Ethereum Leaps, ECB Giveout in Cointelegraph Daily Digest",HTML,en
5680566822246004912,"Ethereum Partners with R3CEV on Lizardcoin, Bringing Together the Best of Centralized Finance and Blockchain Technology - Ethereum Blog",HTML,en
8084284001249507595,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,HTML,en
4814419120794996930,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",HTML,en
-9090514312860140897,OpenBazaar is Open for Business,HTML,en
-1484165300616478995,"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride",HTML,en
-1051830303851697653,Google Drive Is Scary-Smart at Searching Your Images,HTML,en
5317978293082383492,Running Kubernetes Locally via Docker,HTML,en
-844797936291539016,How people using Slack to organise their grocery lists is helping it grow,HTML,en
751528815916485437,"Olhar Digital: Notícia: Testamos o HoloLens, os óculos do futuro da Microsoft",HTML,pt
3496156626367166618,NASA gives away the data from an Earth-mapping spacecraft,HTML,en
-7043209138459666190,Google Cloud Datastore gets faster cross-platform API,HTML,en
-4704033845097735448,Google Cloud collaborates with Kinvey for HIPAA-compliant mobile Backend-as-a-Service,HTML,en
-2477364558321255827,"PostgreSQL Bloat: origins, monitoring and managing",HTML,en
-7796858148829878756,Fileless Malware - A Behavioural Analysis Of Kovter Persistence,HTML,en
-569322218183730892,Cello,HTML,en
-450825503558460924,Tetra Pak Cheese and Powder Systems acquires Laude,HTML,en
6042459843569845586,The Rise of the API-based SaaS,HTML,en
-1024046541613287684,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,HTML,en
3068975614432538771,Microsoft Strikes Partnership With Banks on Blockchain Tech,HTML,en
-4463029741564307314,Dries Buytaert,HTML,en
-7298164314968527788,"How Reporters Pulled Off the Panama Papers, the Biggest Leak in Whistleblower History",HTML,en
2586379029487881843,Auka brings Google Cloud-powered banking to Europe,HTML,en
-5799839529845993396,"""Não, você não aceita a homossexualidade ainda...""",HTML,pt
-6499865726739947794,Microsoft's mobile problem may not be a problem at all,HTML,en
1362186507591814859,Conheça as 10 profissões mais felizes e infelizes do mundo,HTML,pt
9209629151177723638,Google search now provides access to basic healthcare information in India,HTML,en
-42126282997118624,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,HTML,pt
1674373276159762025,Writing good code: how to reduce the cognitive load of your code,HTML,en
1041289933344278866,Building a technical career path at Spotify,HTML,en
-6817732106250460899,Ikea ponders the future of retail with virtual reality pilot app,HTML,en
7555106864392724379,Chat app Kik launches a bot store and anyone can make bots for it,HTML,en
5145921881592486583,Open Source Giant Red Hat Launches First Blockchain Initiative - CoinDesk,HTML,en
8654585772743935612,How to use Windows 10's Task View and virtual desktops,HTML,en
-156577302871365261,WhatsApp começa a criptografar mensagens | Tecnoblog,HTML,pt
6215963711332976380,Global Data Bank é lançado internacionalmente com operação no Brasil,HTML,pt
3761187656635209729,How to write a hypothesis,HTML,en
-1287202638861144684,"Eu não preciso de Unicórnios, preciso de Malamutes do Alaska...",HTML,pt
8770410950539401126,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],HTML,en
179286456725721055,Mozilla Founder Unveils 'Brave Ledger' with Bitcoin Micropayments,HTML,en
8605423472891112686,IBM Watson is Working to Bring AI to the Blockchain - CoinDesk,HTML,en
1423541364223434892,Saving the World Through Crypto: The Humanitarian Blockchain,HTML,en
-8445686000003509032,"Proof of Individuality, the New-Age Security on Blockchain - NEWSBTC",HTML,en
1586004000405879970,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,HTML,en
7645026617184703521,20 lines of code that will beat A/B testing every time,HTML,en
-6171950598721418038,How To Avoid Equidistant HSV Colors,HTML,en
-860914756454619650,Nvidia announces a supercomputer aimed at deep learning and AI,HTML,en
-6778286518036232293,The Future of Business is Design,HTML,en
-5769968511636780471,New Trend Briefing from TrendWatching | THE FUTURE OF BETTERMENT,HTML,en
5189107351987144723,Better together: New Microsoft integrations for easier collaboration,HTML,en
8300126456272756546,Sphero's BB-8 toy will now watch The Force Awakens with you,HTML,en
3995377148178067553,"Celular se torna principal meio de acesso à internet nos lares, diz IBGE",HTML,pt
-8587352636561360574,Sons de animais na busca do Google | Google Discovery,HTML,pt
-8388400806941996172,Managing ambient type definitions and dealing with the,HTML,en
-6863138929434705713,State of Drupal 2016 survey | Dries Buytaert,HTML,en
4441012164161473407,5 Ways to Save Time During Research | Viget,HTML,en
-7481609677042800346,Especialista explica como semente artificial de cana aumenta produtividade,HTML,pt
-7550906488404754851,Governo busca empresas para aprimorar Internet das Coisas no Brasil,HTML,pt
5147907773522671167,Here's How Google Makes Sure It (Almost) Never Goes Down,HTML,en
3343368383976781910,"Desenvolvendo Android, por onde começar? - Android Dev BR",HTML,pt
-3515692979189178102,Google and Rackspace co-develop open server architecture based on new IBM POWER9 hardware,HTML,en
4877833951599818487,Google Cloud Platform: The smart person's guide - TechRepublic,HTML,en
5311977399951270341,Startup aims to use machine learning to make mobile notifications good,HTML,en
2333823948799779498,Segment helps businesses integrate third-party sources into their data pipelines,HTML,en
8968837261991914049,Doing Data Science Right - Your Most Common Questions Answered,HTML,en
-8962700386317589038,Bash on Ubuntu on Windows - Download Now!,HTML,en
-2375266175756882986,Aligning text smartly in CSS,HTML,en
-7777013191403056825,A new look for Google Play family of apps,HTML,en
2293315701090958124,"Here's the first full trailer for the next Star Wars movie, Rogue One",HTML,en
374352050712569304,O tênue equilíbrio da equipe que desenha produtos digitais,HTML,pt
-3299064309968644318,This CEO Runs a Billion-Dollar Company With No Offices or Email,HTML,en
-5179258585851879449,The insurance tech equation,HTML,en
-3785072380450959101,"Ciesp-Campinas e Lean Institute Brasil fazem evento gratuito sobre ""lean para superar a crise"" em Campinas",HTML,pt
3057455921237571253,Three Platforms Bringing Bitcoin To Social Messaging Users,HTML,en
-3528088210002754978,Red Hat OpenShift Blockchain Initiative Focuses On Ethereum,HTML,en
-788035419968530567,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,HTML,pt
4579557799493615039,Google may be considering Swift for use on Android,HTML,en
-2252459228396350242,A nova marca da HP foi criada (e rejeitada) 5 anos atrás,HTML,pt
-2306623058132041487,"Com inteligência artificial, ING e Microsoft criam um Rembrandt ""original""",HTML,pt
6941466664989793964,Accenture amplia atuação no Brasil,HTML,pt
3578170066555585515,9 Big Takeaways from R3's New Distributed Ledger Debut - CoinDesk,HTML,en
687641199951066750,Could Blockchain Have Protected the Bosses Implicated in the Panama Papers?,HTML,en
-1911407455198985777,How Inflation Is Stealing Your Money: Can Cryptocurrency Solve Inflation on a Global Scale?,HTML,en
-5679427141235752819,Research at Google,HTML,en
1120323498091467525,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,HTML,pt
-7833921387228274142,Android development: What I wish I had known earlier - balpha.de,HTML,en
-587747935064273401,Don't Store Data in the Application Object,HTML,en
2220561310072186802,5 Skills You Need to Become a Machine Learning Engineer | Udacity,HTML,en
5619269934194012474,When Is the Singularity? Probably Not in Your Lifetime,HTML,en
-6661204361884000663,Java 9 Early Access: A Hands-on Session with JShell - The Java REPL | Takipi Blog,HTML,en
5714874452041944640,Android Studio 2.0 | Android Developers Blog,HTML,en
286115624311598644,Why Erlang Matters,HTML,en
2947843229055216994,Google will stop supporting physical Google Wallet cards on June 30,HTML,en
-6752460077509522132,"LendingRobot Lets You Monitor Your Portfolio Performance On Prosper, Lending Club, And Funding Circle",HTML,en
-3920124114454832425,Worldwide Ops in Minutes with DataStax & Cloud,HTML,en
2022869473280418522,Contactless soaring in popularity,HTML,en
-3125361793069842594,How Starbucks became so successful at coaxing consumers to pay with smartphones,HTML,en
-4625438649010928449,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,HTML,en
719128783277038733,Atom Bank launches app-only savings account for iPhones,HTML,en
-973131232603202326,Infographic Dutch Fintech Scene - HollandFintech.com,HTML,en
-7002558676365724983,Building a digital-banking business,HTML,en
7578709204835512162,How Did Q1 2016 Go for FinTech Around the World?,HTML,en
-5578229678262992168,Don't take my money: Why mobile payments haven't taken off - yet,HTML,en
7323176445666562417,Facebook wants to change the way Australians use mobile banking,HTML,en
-1804728901674946596,Barclays finally launches Apple Pay | The Memo,HTML,en
-5452374239565071760,"Blispay, the financing program for SMBs, raises $12.75M in seed funding",HTML,en
-8763351865833452031,"PayPal's Braintree Auth launches to bring its payments platform to more merchants, service providers",HTML,en
4273365516830385867,Amazon takes on PayPal and others with launch of Amazon Payments partner program,HTML,en
-634395794651424614,Why Barclays Sees Banking's Future as an Information Business,HTML,en
-2250487690322202259,Qual o estágio de transformação digital das empresas? Líderes de TI compartilham experiências,HTML,pt
-4833307637594287163,Failing model: Plastic Card + App and Card + Wallet Players?,HTML,en
-1257839697539084047,Digital banking: Mondo hopes to become the Google or Facebook of the sector,HTML,en
5530820581773167955,Mulheres são mais criativas que homens?,HTML,pt
-4316394955033262743,The Man Selling Shovels in the Machine-Learning Gold Rush,HTML,en
657779080033041603,Using artificial intelligence to revolutionize diabetes treatment,HTML,en
-8123434787655959885,Machine learning is a poor fit for most businesses,HTML,en
-1470592927114056630,Estudante de Direito dá lição em colegas após virar piada entre eles,HTML,pt
6206342468637502921,Como contar histórias para marcas - Podcast A Voz Da Marca ep2,HTML,pt
-9092333155845304874,A Voz Da Marca #2 - De onde vêm as histórias by A Voz da Marca,RICH,pt
-958925381525830552,Monitor your application errors with Stackdriver Error Reporting,HTML,en
-2329480295839698254,Feeding 10 Billion People - Land O'Lakes & CTP,HTML,en
-3620251618670158123,Google makes building apps easier with Android Studio 2.0,HTML,en
6576356408780336784,Magic Leap has written our future in its patent filings,HTML,en
4355464044208438135,IoT Day: A timeline of how IoT is changing the world (infographic),HTML,en
-6840859460575237450,Este texto do Ranieri é a melhor coisa que você lerá hoje,HTML,pt
3218993154926038233,Why Nature Prefers Hexagons - Issue 35: Boundaries - Nautilus,HTML,en
2546734694784514225,Microsoft and HackerRank bring executable code snippets to Bing's search results pages,HTML,en
2695065703077082407,How to Think Exponentially and Better Predict the Future,HTML,en
2296515698565489277,App-only bank Atom just launched - here's what it looks like,HTML,en
-6625273991455881177,Meet the man behind the rise of bots and our AI-driven future,HTML,en
7707640607626518697,Linus Torvalds: The mind behind Linux,VIDEO,en
1099809408921653201,React v15.0.1 | React,HTML,en
-1418355038507506357,Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,HTML,en
-776023644693624658,"Brian Kernighan on the typesetting of ""The Go Programming Language"" book",HTML,en
-4575943417765899041,What Software Engineers Earn Compared to the General Population,HTML,en
-2649418407515952078,firefox vs rthreads,HTML,en
8963938873430212934,How big is the Google Earth database? - Google Earth Blog,HTML,en
1619468327065509360,Why You Hate Comic Sans,HTML,en
-9161596996229760398,Críticas de design: dizendo as coisas que precisam ser ditas,HTML,pt
384967563509172020,The Two Types of Product Virality,HTML,en
3076823183761975019,This is the scientific reason we're addicted to our phones,HTML,en
4328888515190573663,Vídeo impactante faz você sentir na pele o preconceito contra LGBTs,HTML,pt
7845570490247450966,How To Benefit From Getting Paid in Bitcoin,HTML,en
-6249065792190816357,"Walt Disney Now Loves Blockchain, Going Trustless in Seattle",HTML,en
-2261845840076552387,Cloud Storage Goes Mainstream: Storj Launches Beta Joining Azure BaaS,HTML,en
6419848550542384295,"Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary",HTML,en
-7681408188643141872,The End Of Apps As We Know Them - Inside Intercom,HTML,en
2927476152522512441,Equal Pay Day in the spotlight this year,HTML,en
8160885002406274828,Preventing Software Bugs from Ever Occurring - Quality Functions,HTML,en
-4248528062574538011,Preventing Software Bugs from Ever Occurring - Quality Functions,HTML,en
-3265730906936163775,Preventing Software Bugs from Ever Occurring - Quality Functions,HTML,en
-9007594455502730692,Unknown NEO GEO MVS Fighting Game Discovered & Dumped - Arcade Heroes,HTML,en
6576868026875674101,On libunwind and dynamically generated code on x86-64,HTML,en
3425144896890592760,snare/voltron,HTML,en
-7414654466964102039,How to write a Bloom filter in C++,HTML,en
-2041630887686751489,7 Mistakes Most Beginners Make When A/B Testing,HTML,en
2824996248683640175,Preventing Software Bugs from Ever Occurring - Quality Functions,HTML,en
-4872447160271266802,Campanha do Dicionário Houaiss pretende mudar a definição de família,HTML,pt
6932547594283220441,Lady Gaga's startup Backplane burns out and sells assets,HTML,en
1114791714656282929,TECNISA melhora performance de marketing digital com estratégias em parceira com o Google,HTML,pt
-1691850508443380568,When Will The First Machine Become Superintelligent? - AI Revolution,HTML,en
1317782055909095806,Dinheiro pode sair de circulação na Suécia até 2030,HTML,pt
-6362580505010802881,"Bosch, Flextronics back CropX to help farmers grow more food without wasting water",HTML,en
-584688562749460923,Você Conhece o ISE? - Atitudes Sustentáveis,HTML,pt
5688279681867464747,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",VIDEO,en
-5557505576293652420,"Google Cloud Platform adds two new regions, 10 more to come",HTML,en
-1762456938647577126,Cloud Identity and Access Management - Google IAM,HTML,en
8210960017870928723,Customer Supplied Encryption Keys in Cloud Storage now in beta,HTML,en
-8512859527034085078,Google Cloud Launcher simplifies running third party apps in the cloud,HTML,en
-8258529658421542282,Vision API - Image Content Analysis,HTML,en
4999440443052714243,1000 nodes and beyond: updates to Kubernetes performance and scalability in 1.2,HTML,en
